"CNT"	"SUBNATIO"	"STRATUM"	"OECD"	"NC"	"SCHOOLID"	"SC01Q01"	"SC02Q01"	"SC02Q02"	"SC02Q03"	"SC02Q04"	"SC03Q01"	"SC04Q01"	"SC05Q01"	"SC07Q01"	"SC07Q02"	"SC09Q11"	"SC09Q12"	"SC09Q21"	"SC09Q22"	"SC09Q31"	"SC09Q32"	"SC10Q11"	"SC10Q12"	"SC10Q61"	"SC10Q62"	"SC10Q21"	"SC10Q22"	"SC10Q41"	"SC10Q42"	"SC10Q51"	"SC10Q52"	"SC11Q01"	"SC11Q02"	"SC11Q03"	"SC13Q01"	"SC13Q02"	"SC13Q03"	"SC14Q01"	"SC14Q02"	"SC14Q03"	"SC14Q04"	"SC14Q05"	"SC14Q06"	"SC14Q07"	"SC14Q08"	"SC14Q09"	"SC14Q10"	"SC14Q11"	"SC14Q12"	"SC14Q13"	"SC15Q01"	"SC15Q02"	"SC15Q03"	"SC15Q04"	"SC16Q01"	"SC16Q02"	"SC16Q03"	"SC16Q04"	"SC16Q05"	"SC16Q06"	"SC16Q07"	"SC16Q08"	"SC16Q09"	"SC16Q10"	"SC16Q11"	"SC18Q01"	"SC18Q02"	"SC18Q03"	"SC18Q04"	"SC18Q05"	"SC18Q06"	"SC18Q07"	"SC18Q08"	"SC19Q01"	"SC19Q02"	"SC20Q01"	"SC21Q05"	"SC22Q01"	"SC22Q02"	"SC22Q03"	"SC22Q04"	"SC22Q05"	"SC22Q06"	"SC22Q07"	"SC22Q08"	"SC22Q09"	"SC22Q10"	"SC22Q11"	"SC22Q12"	"SC22Q13"	"SC22Q14"	"SC22Q15"	"SC22Q16"	"SC22Q17"	"SC22Q18"	"SC22Q19"	"SC23Q01"	"SC24Q01"	"SC25Q01"	"SC25Q02"	"SC25Q03"	"SC25Q04"	"SC25Q05"	"SC25Q06"	"SC25Q07"	"SC25Q08"	"SC25Q09"	"SC25Q10"	"SC25Q11"	"SC25Q12"	"SC26Q01"	"SC26Q02"	"SC26Q03"	"SC26Q04"	"SC27Q01"	"SC27Q02"	"SC28Q01"	"SC28Q02"	"SC29Q01"	"SC29Q02"	"SC30Q01"	"SC30Q02"	"SC30Q03"	"SC30Q04"	"SC31Q01"	"SC31Q02"	"SC31Q03"	"SC31Q04"	"SC31Q05"	"SC31Q06"	"SC31Q07"	"SC32Q01"	"SC32Q03"	"SC32Q04"	"SC32Q05"	"SC32Q06"	"SC32Q07"	"SC32Q08"	"SC33Q01A"	"SC33Q01B"	"SC33Q01C"	"SC33Q01D"	"SC33Q01E"	"SC33Q02A"	"SC33Q02B"	"SC33Q02C"	"SC33Q02D"	"SC33Q02E"	"SC33Q03A"	"SC33Q03B"	"SC33Q03C"	"SC33Q03D"	"SC33Q03E"	"SC33Q04A"	"SC33Q04B"	"SC33Q04C"	"SC33Q04D"	"SC33Q04E"	"SC33Q05A"	"SC33Q05B"	"SC33Q05C"	"SC33Q05D"	"SC33Q05E"	"SC33Q06A"	"SC33Q06B"	"SC33Q06C"	"SC33Q06D"	"SC33Q06E"	"SC33Q07A"	"SC33Q07B"	"SC33Q07C"	"SC33Q07D"	"SC33Q07E"	"SC33Q08A"	"SC33Q08B"	"SC33Q08C"	"SC33Q08D"	"SC33Q08E"	"SC33Q09A"	"SC33Q09B"	"SC33Q09C"	"SC33Q09D"	"SC33Q09E"	"SC33Q10A"	"SC33Q10B"	"SC33Q10C"	"SC33Q10D"	"SC33Q10E"	"SC33Q11A"	"SC33Q11B"	"SC33Q11C"	"SC33Q11D"	"SC33Q11E"	"SC33Q12A"	"SC33Q12B"	"SC33Q12C"	"SC33Q12D"	"SC33Q12E"	"SC34Q01"	"SC34Q02"	"SC34Q03"	"SC34Q04"	"SC34Q05"	"SC34Q06"	"SC34Q07"	"SC34Q08"	"SC34Q09"	"SC34Q10"	"SC34Q11"	"SC34Q12"	"SC34Q13"	"SC34Q14"	"SC34Q15"	"SC34Q16"	"SC34Q17"	"SC34Q18"	"SC34Q19"	"SC34Q20"	"SC34Q22"	"SC35Q01"	"SC35Q02"	"SC39Q01"	"SC39Q02"	"SC39Q03"	"SC39Q05"	"SC39Q06"	"SC39Q07"	"SC39Q08"	"SC39Q09"	"SC39Q10"	"SC40Q01"	"SC40Q02"	"SC40Q03"	"SC44Q01"	"SC44Q02"	"SC44Q03"	"SC44Q04"	"SC44Q05"	"SC44Q06"	"SC47Q01"	"SC45Q01"	"SC46Q01"	"SC46Q02"	"SC46Q03"	"SC46Q05"	"SC46Q04"	"SC46Q06"	"SC46Q09"	"SC52Q01"	"SC46Q07"	"SC46Q08"	"SC52Q02"	"SC51Q01"	"SC51Q02"	"ABGMATH"	"ASSESS"	"CLSIZE"	"COMPWEB"	"CREACTIV"	"LEADCOM"	"LEADINST"	"LEADPD"	"LEADTCH"	"MACTIV"	"MATHEXC"	"PCGIRLS"	"PROPCERT"	"PROPMA5A"	"PROPMATH"	"PROPQUAL"	"RATCMP15"	"RESPCUR"	"RESPRES"	"SCHAUTON"	"SCHLTYPE"	"SCHSEL"	"SCHSIZE"	"SCMATBUI"	"SCMATEDU"	"SMRATIO"	"STRATIO"	"STUDCLIM"	"TCFOCST"	"TCHPARTI"	"TCMORALE"	"TCSHORT"	"TEACCLIM"	"W_FSCHWT"	"SENWGT_SCQ"	"VER_SCQ"
"AUS"	360000	"AUS0617"	1	3600	717	1	90	10	0	0	3	1	2	239	204	35	2	35	2	35	2	6	0	6	0	1	0	5	0	0	0	62	62	62	2	3	3	4	4	4	4	3	3	3	2	2	3	4	4	3	3	1	1	3	2	2	1	1	2	1	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	9	2	2	1	1	3	4	2	3	2	2	2	2	2	3	3	2	2	2	2	9999	3	15	20	40	70	0	0	5	5	5	5	0	10	1	1	1	1	2	3	1	3	3	2	1	1	1	2	1	1	1	2	2	2	2	1	1	1	1	3	3	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	1	1	2	2	1	1	1	2	2	1	1	1	1	2	1	1	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	1	2	1	2	5	5	5	5	3	4	3	1	4	4	4	5	2	2	2	3	4	2	2	2	2	20	12	2	1	1	2	2	2	1	1	1	1	2	1	1	1	1	3	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	18	1	1	0.7162	-0.8328	-1.1508	0.4499	1	9	0.46	1	0.167	0.167	1	1	-0.62	-0.02	-0.0586	3	1	443	-1.9349	-0.87	73.833	12.306	-0.6182	-1.2132	1.2429	1.4452	3.5961	-0.7478	5.8218	2.315	"28NOV13"
"AUS"	360000	"AUS0205"	1	3600	718	1	70	20	10	0	1	2	4	430	409	63	4	63	4	63	4	6	0	6	0	6	0	6	0	0	0	147	190	190	3	4	4	2	2	1	3	3	3	2	2	2	2	3	3	1	1	2	2	3	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	2	2	15	2	10	40	10	40	2	8	2	2	4	5	5	5	2	2	2	2	3	1	3	3	3	2	1	1	1	2	1	1	3	2	3	2	2	3	3	2	2	1	3	3	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	6	5	4	4	5	4	4	3	4	3	3	3	2	3	4	3	4	4	3	2	3	20	15	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	28	1	3	0.5331	0.2753	-0.8842	-0.6535	4	3	0.487	1	1	0.092	1	1.293	-0.25	-0.56	-0.6029	3	3	839	-0.4622	-0.5214	139.833	12.908	-1.7144	-1.7632	-0.5646	-0.7371	0.7093	-1.4467	2.9039	1.1547	"28NOV13"
"AUS"	360000	"AUS0514"	1	3600	719	1	90	10	0	0	4	1	4	602	602	81	17	81	17	81	17	10	1	10	1	4	0	10	1	0	0	131	131	131	3	5	3	2	3	3	2	1	2	1	2	2	2	1	1	1	2	2	2	2	1	2	2	2	2	1	2	2	2	1	1	1	2	1	2	2	2	2	2	2	1	1	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	2	3	9	2	20	50	5	40	0	0	1	0	0	1	0	0	3	2	3	2	2	2	2	2	3	2	1	1	2	2	2	1	2	1	1	1	2	1	2	1	2	1	2	2	1	2	2	1	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	1	2	2	1	2	1	1	2	2	2	2	1	2	1	1	1	1	2	1	1	6	2	6	6	4	5	5	5	6	5	6	4	5	4	4	3	4	4	4	4	2	15	80	1	2	1	1	1	2	1	2	1	2	2	1	1	2	2	1	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	2	28	1	1	0.8948	0.7066	0.6627	0.9477	3	3	0.5	1	0.381	0.117	1	1	-0.67	-0.51	0.3196	3	2	1204	1.3052	0.224	114.667	13.453	-1.5516	-0.6748	1.6345	-1.8308	1.1868	-1.7041	1	0.3976	"28NOV13"
"AUS"	360000	"AUS0206"	1	3600	720	2	19	75	1	5	5	1	3	2005	0	198	65	30	2	184	22	17	0	17	0	13	0	17	0	0	0	202	608	608	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	2	9	2	2	2	2	1	2	1	2	1	2	2	2	2	3	2	2	1	2	2	1	1	5	10	50	10	1	1	1	1	1	1	3	3	1	1	1	1	2	2	1	3	3	1	1	1	1	2	3	1	3	3	3	2	2	3	2	3	3	3	1	2	1	2	1	1	2	1	2	1	2	2	1	2	1	2	2	1	2	1	2	2	1	2	1	2	2	1	2	1	2	2	1	1	2	1	2	1	1	2	1	1	1	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	1	1	2	6	3	4	6	5	6	6	6	4	3	6	4	4	4	5	3	3	2	4	3	4	14	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	4	23	1	3	0.7162	1.5109	0.1183	0.4499	3	9	0	0.134	0.765	0.074	0.846	3.01	-0.67	0.92	1.6038	1	3	2005	1.3052	1.976	117.941	8.698	0.3493	-1.2132	0.7801	1.4452	-1.0911	-0.2762	2.256	0.8971	"28NOV13"
"AUS"	360000	"AUS0514"	1	3600	721	1	93	5	2	0	3	2	4	486	496	66	7	66	7	66	7	7	2	7	2	7	2	7	2	0	0	196	754	754	3	2	3	2	1	1	2	3	3	3	1	1	1	1	1	2	1	3	2	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	3	4	4	4	3	3	3	1	3	2	2	2	2	3	3	3	3	2	3	3	21	3	35	40	30	35	5	5	5	0	10	65	50	0	2	2	2	2	2	2	2	3	2	2	1	1	1	2	1	1	3	3	3	3	3	3	3	1	3	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	1	2	2	2	6	2	2	3	2	3	5	5	5	3	3	3	3	2	2	3	3	2	3	2	3	15	100	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	2	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	7	28	1	2	-1.3694	-0.2137	-0.1263	-0.6535	4	3	0.505	1	1	0.115	1	3.847	1.44	-0.36	-0.0586	3	3	982	0.5582	-0.1702	122.75	14.129	-1.8747	-0.6748	0.7801	-0.7371	0.1524	-1.3144	1.0228	0.4067	"28NOV13"
"AUS"	360000	"AUS0205"	1	3600	722	1	9998	9998	9998	9998	4	1	4	594	514	81	13	81	13	81	13	10	1	10	1	10	1	10	1	0	0	212	600	600	2	4	5	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	2	1	2	2	1	3	2	2	2	2	2	2	1	2	1	2	1	4	2	3	2	4	2	3	3	13	1	20	80	10	10	0	0	0	0	0	0	5	0	2	2	1	1	4	1	1	3	4	1	1	1	1	2	1	1	3	3	1	1	2	2	2	1	3	3	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	1	2	2	2	6	2	5	5	5	6	5	5	5	5	5	5	5	5	5	3	4	4	4	2	4	50	100	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	28	1	1	0.7162	1.1806	0.3739	0.9477	3	3	0.464	1	1	0.12	1	2.83	-0.25	-0.36	-0.3533	3	2	1108	1.3052	0.7524	105.524	12.663	0.0882	-2.9262	0.2924	0.4686	-1.0911	-1.1788	2.2691	0.9023	"28NOV13"
"AUS"	360000	"AUS0206"	1	3600	723	2	9998	9998	9998	9998	3	1	3	0	312	9999	9999	9999	9999	9999	9999	3	0	3	0	3	0	0	0	0	0	27	27	27	9	9	9	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	2	2	1	2	1	1	2	2	1	2	1	1	2	2	2	2	2	2	2	1	2	9	2	2	2	3	2	2	1	1	1	3	2	1	1	1	1	2	2	2	1	0	1	70	80	50	80	65	65	25	30	10	60	80	0	2	2	2	2	2	3	1	2	2	1	1	1	2	2	1	1	3	1	2	2	3	2	2	2	2	1	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	1	1	2	2	2	1	2	2	2	2	6	4	5	5	4	6	5	6	5	5	6	4	5	4	4	3	3	4	2	2	2	12	25	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	2	23	1	1	0.8948	1.1806	0.3739	0.9477	1	9	1	9999	1	9999	9999	1	1.44	0.15	-0.0586	9	2	312	1.3052	1.976	104	9999	0.0882	0.0095	0.2924	-0.7371	-1.0911	0.4389	15.9324	6.3355	"28NOV13"
"AUS"	360000	"AUS0101"	1	3600	724	2	62	33	0	5	4	2	4	0	1178	68	13	68	13	68	13	11	2	11	2	11	2	11	2	0	0	208	208	208	3	3	3	1	1	1	1	1	1	1	9	9	9	9	9	9	1	1	1	1	1	1	2	2	2	1	1	9	9	9	9	1	1	1	1	1	1	1	9	1	1	2	9	1	1	2	2	2	2	1	9	9	9	9	9	9	9	9	9	9	9	9	0	1	10	20	10	10	0	2	0	9999	9999	9999	9999	9999	2	2	1	1	2	3	1	2	2	9	1	1	2	2	1	3	3	3	1	2	3	1	1	3	2	3	3	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	4	6	6	6	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	5	1	1	1	1	1	1	1	9	9	1	1	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	7	28	1	2	1.3852	1.6132	9999	9999	1	9	1	1	1	0.161	1	1	-0.81	-0.02	-1.0532	2	1	1178	9999	1.4516	98.167	15.812	0.7819	0.0095	-1.8472	0.4686	-1.0911	9999	1	0.3976	"28NOV13"
"AUS"	360000	"AUS0513"	1	3600	725	2	39	50	0	11	4	1	3	528	499	62	9998	62	9998	59	16	9998	9998	13	4	9999	9999	13	4	9999	9999	348	348	348	2	4	4	1	1	1	3	2	2	1	9	9	9	9	9	9	9	1	9	9	1	1	1	1	1	1	1	9	9	9	9	1	1	1	2	1	2	1	9	1	1	1	3	2	1	1	2	1	1	2	9	9	9	9	9	9	9	9	9	9	9	9	2	1	10	10	40	90	0	20	2	9999	9999	9999	9999	9999	1	1	1	1	2	1	1	2	2	9	1	1	1	2	1	1	3	2	3	1	3	3	3	3	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	3	3	3	3	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	50	10	1	1	1	1	2	1	1	9	9	2	2	1	1	1	3	1	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	5	23	1	2	-0.2846	0.0494	9999	9999	4	3	0.486	1	9999	9998	9998	1	-0.81	-0.02	-1.0532	1	3	1027	9999	0.1824	9998	16.565	1.1046	0.0095	-1.8472	1.4452	0.1524	9999	1	0.3976	"28NOV13"
"AUS"	360000	"AUS0206"	1	3600	726	2	23	72	4	1	5	1	3	461	473	167	28	167	28	167	28	12	1	3	0	9998	9998	1	0	0	0	143	143	143	3	3	4	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	0	1	90	90	60	50	10	10	0	5	5	60	70	0	2	2	2	1	2	2	1	2	2	2	1	1	1	2	1	1	4	2	1	2	3	1	2	3	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	4	5	4	6	5	5	6	6	4	6	4	6	5	6	5	5	5	1	1	2	5	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	5	23	1	2	0.8948	1.5109	1.0394	0.6907	4	2	0.506	1	9998	0.069	1	1	-0.81	2.71	-0.6029	1	2	934	-0.763	-0.1702	74.72	5.16	0.3493	0.0095	-1.8472	0.0826	0.7093	-0.5953	3.4326	1.365	"28NOV13"
"AUS"	360000	"AUS0617"	1	3600	727	1	68	25	0	7	3	1	4	401	338	44	5	44	5	44	5	7	0	7	0	7	0	7	0	0	0	117	72	72	2	1	2	2	2	2	3	1	1	4	1	3	2	4	1	4	1	2	2	3	1	1	1	2	2	1	1	2	1	1	1	1	2	1	2	1	1	1	2	2	1	1	3	3	3	3	2	2	2	1	2	2	2	1	2	1	3	1	2	2	1	2	0	2	5	15	10	30	0	0	0	0	0	1	1	0	1	2	2	1	1	3	1	2	2	3	1	1	1	2	1	1	1	1	1	3	3	1	1	1	2	1	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	1	2	1	2	2	1	1	2	2	2	1	1	2	1	2	1	2	2	1	2	1	1	2	2	2	1	1	2	1	2	1	1	2	1	2	5	2	3	2	3	5	3	2	4	5	5	5	6	3	2	4	3	4	1	1	2	12	100	1	1	1	1	1	2	1	2	1	2	2	1	1	2	1	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	5	28	1	3	-0.9829	-0.2137	-0.1263	0.9477	3	3	0.457	1	1	0.151	1	0.615	-0.67	-0.36	-0.0586	3	1	739	-1.0894	-0.1702	105.571	15.892	-0.6182	0.702	0.7801	0.4686	0.9454	0.0647	2.1428	0.8521	"28NOV13"
"AUS"	360000	"AUS0206"	1	3600	728	2	64	32	0	4	4	1	3	290	282	34	13	34	13	34	13	2	4	2	4	1	3	2	4	0	0	40	40	9998	4	4	5	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	2	2	1	1	2	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	9	2	2	3	2	2	2	1	2	1	1	2	1	2	2	2	2	1	1	1	0	2	40	40	40	40	20	50	10	40	10	30	30	20	2	2	2	2	2	4	1	3	2	1	2	1	1	2	1	1	4	3	2	2	3	3	2	3	3	3	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	1	2	1	2	2	1	1	2	2	2	1	1	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	1	2	2	2	6	3	3	2	5	4	4	4	3	5	5	2	3	4	4	2	3	4	3	3	2	17	40	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	5	23	9999	3	-0.3532	0.493	-0.8842	0.2118	2	9	0.493	1	0.625	0.099	1	1	1.44	2.71	1.6038	2	3	572	0.5582	0.4606	143	14.123	-0.1621	-0.6748	1.6345	-0.7371	-1.0911	0.6468	9.0588	3.6022	"28NOV13"
"AUS"	360000	"AUS0204"	1	3600	729	2	79	17	4	0	4	1	3	359	425	65	14	65	14	65	14	13	1	13	1	5	0	13	1	0	0	128	128	128	3	3	4	3	4	3	3	2	2	2	2	2	2	3	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	2	1	1	3	2	2	2	2	2	2	1	2	2	2	2	2	2	2	3	2	2	2	2	0	2	20	25	20	25	5	5	0	5	5	5	5	5	2	2	1	2	2	3	2	2	2	3	1	1	2	2	1	1	4	2	2	2	3	1	2	3	2	3	1	1	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	2	1	2	2	1	1	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	1	1	2	2	2	1	1	2	2	2	6	4	6	5	6	5	5	5	5	5	5	4	5	4	4	4	4	3	4	4	4	10	35	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	3	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	4	23	1	3	1.0746	1.1806	0.3739	0.6907	5	3	0.542	1	0.37	0.188	1	1	1.44	0.67	0.8184	2	2	784	-0.1662	-0.1702	58.074	10.889	0.0882	0.0095	0.7801	0.0826	2.093	-0.5953	3.3311	1.3246	"28NOV13"
"AUS"	360000	"AUS0204"	1	3600	730	2	43	53	2	2	5	1	4	1150	0	94	8	94	8	94	8	11	4	11	4	3	0	9	4	0	0	150	150	150	4	4	5	3	1	1	2	4	1	1	2	2	1	3	2	2	2	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	2	2	1	2	1	2	1	1	1	1	1	2	1	2	2	2	2	0	2	5	5	20	30	10	10	0	0	0	1	10	10	2	1	1	1	2	2	1	2	2	1	1	1	2	2	1	1	2	2	2	2	2	2	2	3	2	3	2	1	1	2	2	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	1	2	2	2	2	6	4	5	5	6	6	3	4	4	4	5	3	4	6	5	6	3	4	5	3	2	100	100	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	7	28	1	3	1.2642	1.1806	-0.6241	0.2118	3	3	0	1	0.231	0.133	1	1	1.44	0.15	0.8184	1	2	1150	-0.4622	0.018	88.462	11.735	0.8936	0.0095	-0.1437	0.8541	0.4567	0.6468	3.2435	1.2898	"28NOV13"
"AUS"	360000	"AUS0410"	1	3600	731	2	70	30	0	0	3	1	3	570	575	70	15	70	15	70	15	9997	9997	9997	9997	9997	9997	9997	9997	9997	9997	245	260	260	4	3	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	9	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	5	2	20	40	20	40	0	5	0	0	0	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	3	1	3	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	3	3	3	5	3	5	3	5	5	5	4	4	4	4	4	2	3	3	2	2	2	10	20	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	7	23	1	3	0.3404	0.493	-0.3717	0.4499	1	9	0.502	1	9997	9997	1	1.061	1.44	2.71	1.6038	2	1	1145	1.3052	1.976	9997	14.774	-0.6182	0.0095	0.2924	-0.7371	-1.0911	-0.5953	4.0282	1.6018	"28NOV13"
"AUS"	360000	"AUS0412"	1	3600	732	2	50	43	7	0	5	1	3	859	820	110	26	110	26	107	23	8	0	8	0	7	0	1	0	0	0	139	139	139	2	2	2	1	1	2	2	1	1	2	9	9	9	9	9	9	1	3	2	2	1	1	2	1	2	1	1	9	9	9	9	1	1	1	1	1	1	1	9	1	2	1	4	2	1	2	2	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	0	1	10	10	75	75	5	5	5	9999	9999	9999	9999	9999	2	2	2	1	2	2	2	2	2	9	1	2	1	2	1	1	3	3	2	2	3	3	2	3	2	3	2	2	1	1	2	2	2	1	2	2	2	2	1	2	1	2	2	1	2	1	2	2	1	2	1	2	2	1	1	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	4	5	3	3	3	2	3	4	4	3	2	3	4	4	4	3	4	4	2	2	100	100	1	1	1	1	1	2	1	9	9	1	1	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	7	23	1	2	0.5331	-0.5037	-1.1508	-0.6535	2	1	0.488	1	0.875	0.065	0.963	1	-0.81	2.71	-0.6029	2	3	1679	9999	0.6257	209.875	13.65	1.1046	0.0095	-0.1437	0.0826	0.1524	9999	2.9282	1.1644	"28NOV13"
