CNT	SUBNATIO	STRATUM	OECD	NC	SCHOOLID	SC01Q01	SC02Q01	SC02Q02	SC02Q03	SC02Q04	ausSC03N01	SC04Q01	SC05Q01	SC07Q01	SC07Q02	SC09Q11	SC09Q12	SC09Q21	SC09Q22	SC09Q31	SC09Q32	SC10Q11	SC10Q12	SC10Q61	SC10Q62	SC10Q21	SC10Q22	SC10Q41	SC10Q42	SC10Q51	SC10Q52	SC11Q01	SC11Q02	SC11Q03	SC13Q01	SC13Q02	SC13Q03	SC14Q01	SC14Q02	SC14Q03	SC14Q04	SC14Q05	SC14Q06	SC14Q07	SC14Q08	SC14Q09	SC14Q10	SC14Q11	SC14Q12	SC14Q13	SC15Q01	SC15Q02	SC15Q03	SC15Q04	SC16Q01	SC16Q02	SC16Q03	SC16Q04	SC16Q05	SC16Q06	SC16Q07	SC16Q08	SC16Q09	SC16Q10	SC16Q11	SC18Q01	SC18Q02	SC18Q03	SC18Q04	SC18Q05	SC18Q06	SC18Q07	SC18Q08	SC19Q01	SC19Q02	SC20Q01	SC21Q05	SC22Q01	SC22Q02	SC22Q03	SC22Q04	SC22Q05	SC22Q06	SC22Q07	SC22Q08	SC22Q09	SC22Q10	SC22Q11	SC22Q12	SC22Q13	SC22Q14	SC22Q15	SC22Q16	SC22Q17	SC22Q18	SC22Q19	SC23Q01	SC24Q01	SC25Q01	SC25Q02	SC25Q03	SC25Q04	SC25Q05	SC25Q06	SC25Q07	SC25Q08	SC25Q09	SC25Q10	SC25Q11	SC25Q12	SC26Q01	SC26Q02	SC26Q03	SC26Q04	SC27Q01	SC27Q02	SC28Q01	SC28Q02	SC29Q01	SC29Q02	SC30Q01	SC30Q02	SC30Q03	SC30Q04	SC31Q01	SC31Q02	SC31Q03	SC31Q04	SC31Q05	SC31Q06	SC31Q07	SC32Q01	SC32Q03	SC32Q04	SC32Q05	SC32Q06	SC32Q07	SC32Q08	SC33Q01A	SC33Q01B	SC33Q01C	SC33Q01D	SC33Q01E	SC33Q02A	SC33Q02B	SC33Q02C	SC33Q02D	SC33Q02E	SC33Q03A	SC33Q03B	SC33Q03C	SC33Q03D	SC33Q03E	SC33Q04A	SC33Q04B	SC33Q04C	SC33Q04D	SC33Q04E	SC33Q05A	SC33Q05B	SC33Q05C	SC33Q05D	SC33Q05E	SC33Q06A	SC33Q06B	SC33Q06C	SC33Q06D	SC33Q06E	SC33Q07A	SC33Q07B	SC33Q07C	SC33Q07D	SC33Q07E	SC33Q08A	SC33Q08B	SC33Q08C	SC33Q08D	SC33Q08E	SC33Q09A	SC33Q09B	SC33Q09C	SC33Q09D	SC33Q09E	SC33Q10A	SC33Q10B	SC33Q10C	SC33Q10D	SC33Q10E	SC33Q11A	SC33Q11B	SC33Q11C	SC33Q11D	SC33Q11E	SC33Q12A	SC33Q12B	SC33Q12C	SC33Q12D	SC33Q12E	SC34Q01	SC34Q02	SC34Q03	SC34Q04	SC34Q05	SC34Q06	SC34Q07	SC34Q08	SC34Q09	SC34Q10	SC34Q11	SC34Q12	SC34Q13	SC34Q14	SC34Q15	SC34Q16	SC34Q17	SC34Q18	SC34Q19	SC34Q20	SC34Q22	SC35Q01	SC35Q02	SC39Q01	SC39Q02	SC39Q03	SC39Q05	SC39Q06	SC39Q07	SC39Q08	SC39Q09	SC39Q10	SC40Q01	SC40Q02	SC40Q03	SC44Q01	SC44Q02	SC44Q03	SC44Q04	SC44Q05	SC44Q06	SC47Q01	SC45Q01	SC46Q01	SC46Q02	SC46Q03	SC46Q05	SC46Q04	SC46Q06	SC46Q09	SC52Q01	SC46Q07	SC46Q08	SC52Q02	SC51Q01	SC51Q02	ABGMATH	ASSESS	CLSIZE	COMPWEB	CREACTIV	LEADCOM	LEADINST	LEADPD	LEADTCH	MACTIV	MATHEXC	PCGIRLS	PROPCERT	PROPMA5A	PROPMATH	PROPQUAL	RATCMP15	RESPCUR	RESPRES	SCHAUTON	SCHLTYPE	SCHSEL	SCHSIZE	SCMATBUI	SCMATEDU	SMRATIO	STRATIO	STUDCLIM	TCFOCST	TCHPARTI	TCMORALE	TCSHORT	TEACCLIM	W_FSCHWT	SENWGT_SCQ	VER_SCQ	ausSC53A01	ausSC53A02	ausSC53A03	ausSC54A01	ausSC54A02	ausSC54A03	ausSC55A01	ausSC56A01
AUS	0360000	AUS0205	1	003600	0000475	1	100	0	0	0	5	1	04	425	425	60	7	60	7	60	7	7	2	7	2	6	1	0	0	0	0	150	150	150	4	5	5	2	3	1	3	1	1	1	1	1	1	3	3	3	1	1	1	3	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	9	2	2	2	3	3	3	2	3	1	3	3	1	3	3	3	4	2	2	2	2	3	15	10	15	10	0	0	0	0	0	1	1	0	2	2	1	1	4	1	1	3	4	1	1	2	1	2	1	1	2	2	2	1	2	3	3	1	2	2	3	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	1	2	1	1	2	2	2	1	1	2	2	2	2	1	2	2	2	2	1	2	2	2	1	1	2	1	2	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	4	5	5	5	5	6	10	100	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	3	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	7	28	1	2	2.8406	1.5109	1.7628	2.258	1	9	.5	1	.813	.126	1	1	.03	-.46	-.0586	3	3	850	-1.0894	1.976	106.25	13.386	-1.0211	-2.9262	.7801	.4686	.9454	-1.1788	2.8038	1.1149	28NOV13	55	55	55	4	4	4	30	30
AUS	0360000	AUS0514	1	003600	0000476	1	95	5	0	0	6	1	04	613	588	81	6	81	6	81	6	12	1	12	1	11	1	12	1	0	0	252	1000	1000	2	2	3	1	1	1	2	3	2	2	3	3	3	2	1	2	1	2	2	1	1	2	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	2	1	4	2	2	2	3	2	2	1	2	2	3	3	3	1	3	2	3	2	2	2	3	1	5	5	10	5	0	5	1	2	0	2	2	0	2	2	2	1	2	2	1	2	2	1	1	2	2	2	1	1	2	2	2	2	2	3	2	2	2	3	3	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	1	2	1	2	2	1	1	1	2	2	1	1	1	1	2	1	1	2	2	2	2	1	2	2	2	1	1	2	1	2	1	1	2	2	2	6	2	4	5	3	6	3	3	4	4	4	4	5	4	3	2	2	4	1	1	2	0	0	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	28	1	2	.3404	.2753	-.3717	.2118	2	1	.49	1	.92	.149	1	3.968	-.43	-.46	-.0586	3	3	1201	.1539	-.87	96.08	14.298	-.1621	.0095	1.2429	.0826	-.2817	-1.0394	1	.3976	28NOV13	45	45	45	5	5	5	35	230
AUS	0360000	AUS0308	1	003600	0000477	1	86	14	0	0	2	1	03	239	186	32	3	32	3	32	3	7	0	9998	0	3	0	3	0	0	0	85	170	170	3	2	4	2	3	2	3	1	1	1	1	2	1	1	3	1	2	1	2	2	1	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	3	3	2	2	3	2	3	1	2	3	3	4	2	3	3	3	3	2	2	3	4	2	30	30	30	30	10	5	0	5	0	2	0	0	1	2	1	1	2	2	2	2	2	2	1	1	1	2	1	1	4	4	3	3	3	2	2	1	2	2	3	1	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	1	2	1	1	2	1	1	1	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	2	1	1	2	2	2	6	5	6	6	6	5	4	3	5	6	6	3	4	2	3	3	5	1	6	5	4	20	100	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	23	1	1	1.0746	.7066	-.1263	.9477	2	3	.438	1	.429	.209	1	2	-.43	-.56	-.3533	3	2	425	.1539	1.1619	60.714	12.687	-.6182	.0095	.2924	.8541	1.1868	-1.7041	6.3756	2.5352	28NOV13	42	42	42	5	5	5	35	85
AUS	0360000	AUS0513	1	003600	0000478	2	55	39	6	0	7	1	03	0	1148	64	28	64	28	64	28	10	0	10	0	6	0	10	0	0	0	138	138	138	1	1	1	2	2	2	2	1	1	1	1	1	1	2	1	1	3	2	3	1	1	1	1	2	2	1	1	2	1	1	1	1	2	2	2	1	2	1	2	1	1	2	9	3	2	3	2	1	1	1	2	1	2	2	2	1	2	2	2	2	2	1	2	3	5	5	70	5	0	1	0	1	1	0	1	4	1	1	1	1	2	2	1	3	1	1	1	1	2	2	1	1	3	2	3	3	3	2	1	3	2	3	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	2	1	2	2	2	1	1	2	1	1	1	1	2	2	2	6	3	3	4	4	5	3	5	5	4	6	4	4	4	6	5	4	4	1	2	3	20	10	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	3	23	1	3	.1329	.7066	-.3717	.6907	1	9	1	1	.6	.128	1	1	.03	-.19	.3196	2	2	1148	.5582	1.976	114.8	14.718	.0882	.0095	.7801	1.4452	.7093	.0647	1.9061	.758	28NOV13	45	45	45	5	5	5	34	138
AUS	0360000	AUS0308	1	003600	0000479	1	88	4	1	7	6	1	03	653	536	71	25	71	25	71	25	17	3	17	3	10	1	17	3	0	0	209	209	209	3	3	3	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	3	1	2	1	1	2	1	2	2	1	1	1	1	2	1	2	2	2	1	1	2	1	2	1	1	2	2	1	1	2	1	2	2	1	2	1	1	2	1	1	1	2	1	3	1	10	25	10	25	0	0	0	0	0	1	2	1	2	2	1	1	2	1	1	1	2	2	2	2	2	2	1	1	1	1	2	1	1	3	2	1	2	3	3	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	6	2	4	3	3	4	4	2	5	5	3	2	9	4	2	2	3	4	1	1	2	2	50	1	2	1	2	1	2	1	2	1	2	2	1	1	1	2	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	4	23	1	2	-.0958	-.5037	-.0333	-.3206	2	2	.451	1	.568	.222	1	1	1.44	-.02	.3196	3	3	1189	1.3052	1.976	64.27	14.24	.8936	.702	-.5646	.4686	.1524	.8778	2.4215	.9629	28NOV13	50	50	50	5	5	5	30	209
AUS	0360000	AUS0205	1	003600	0000480	1	95	4	1	0	4	1	04	541	560	73	2	73	2	73	2	10	0	10	0	10	0	10	0	0	0	196	256	256	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	1	1	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	9	2	2	2	3	2	2	2	2	1	1	2	2	1	2	2	3	2	1	1	5	1	2	20	10	20	4	4	0	1	1	4	4	2	2	2	1	1	3	2	1	3	2	2	1	2	2	2	1	1	1	1	1	1	1	3	3	1	2	3	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	6	3	3	3	5	5	3	4	6	6	6	5	4	1	4	3	4	2	4	4	2	3	20	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	8	28	1	1	-.9829	.7066	-.1263	1.6033	1	9	.509	1	1	.135	1	1.306	1.44	-.36	-.0586	3	3	1101	1.3052	1.976	110.1	14.878	-.3977	-1.2132	-.1437	.4686	-1.0911	.2464	2.5278	1.0052	28NOV13	40	40	40	5	5	5	26	28
AUS	0360000	AUS0412	1	003600	0000481	2	92	2	6	0	4	3	01	38	77	7	5	6	2	6	0	2	1	2	1	0	0	2	1	0	0	34	113	113	4	4	4	1	3	2	4	2	2	3	4	4	3	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	2	2	2	2	4	4	4	4	4	4	4	4	4	2	3	4	2	2	3	3	3	2	2	3	42	2	1	35	5	40	5	2	0	0	1	5	0	0	2	2	2	2	2	3	2	1	2	1	7	7	7	7	1	1	4	3	4	4	4	2	3	2	3	2	1	3	1	2	2	2	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	4	4	4	4	4	6	5	6	6	5	5	4	4	4	4	4	4	4	4	4	3	25	25	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	13	1	1	.5331	1.1806	.3739	.6907	1	1	.67	.737	0	.263	.632	3.324	1.44	2.2	1.6038	2	3	115	1.3052	-1.2473	46	12.105	-4.0085	.702	.7801	-.7371	1.1868	-1.4467	17.3348	6.8931	28NOV13	55	55	55	4	4	4	20	22
AUS	0360000	AUS0410	1	003600	0000482	2	45.9	42.5	8.5	3.1	6	1	04	1591	0	117	7	117	7	117	7	16	2	16	2	5	2	16	2	0	0	252	800	800	3	2	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	2	2	2	2	2	2	2	2	2	2	3	1	2	2	2	2	2	2	1.2	1	10	10	10	10	2	4	0	5	1	2	5	17	1	1	1	1	2	2	2	2	2	2	2	1	1	2	1	1	1	3	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	6	2	3	3	2	6	6	6	6	4	4	3	6	5	5	3	3	5	1	1	2	.8	100	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	8	28	1	3	-.0958	.7066	1.7628	-.0388	4	1	0	1	.353	.141	1	3.175	-.25	-.02	-.0586	1	2	1591	1.3052	1.1619	93.588	13.203	-.1621	.0095	-1.0488	1.4452	-1.0911	-.4382	2.0385	.8106	28NOV13	55	55	55	4	4	4	30	252
AUS	0360000	AUS0204	1	003600	0000483	2	85	15	0	0	6	1	04	480	462	73	9	73	9	73	9	10	4	10	4	8	4	10	4	0	0	170	170	170	2	2	2	1	1	1	1	1	1	1	2	1	1	2	1	3	2	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	1	2	2	1	1	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	10	5	5	5	1	2	1	2	1	1	1	5	1	1	1	1	3	2	2	2	2	2	2	1	1	2	1	1	2	2	3	2	2	1	3	3	1	3	3	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	1	1	2	1	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	1	1	1	2	1	1	6	3	6	6	5	6	6	6	6	6	6	4	5	4	4	4	4	4	6	5	6	10	100	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	3	28	1	3	1.0746	1.5109	1.0394	1.238	4	3	.49	1	.833	.155	1	1	-.67	-.19	-.0586	2	3	942	-.1662	1.1619	78.5	12.155	-.1621	-.6748	1.6345	1.4452	-1.0911	-.2762	3.3538	1.3336	28NOV13	51	51	51	4	4	4	28	28
AUS	0360000	AUS0618	1	003600	0000484	2	20	76	2	2	7	1	03	1585	0	137	32	137	32	137	32	14	0	0	0	9998	0	0	0	0	0	142	335	335	3	2	4	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	2	3	3	2	2	2	2	3	1	2	2	2	3	1	1	2	1	1	20	30	40	30	0	10	5	5	1	5	10	15	2	2	2	1	3	2	2	3	3	2	2	2	1	2	2	1	2	3	3	1	3	2	1	1	1	3	1	2	1	1	2	2	2	1	2	2	2	2	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2	1	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	1	2	2	2	6	4	3	2	4	3	3	3	4	5	5	2	4	2	3	2	3	2	3	1	5	8	40	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	6	23	1	3	-.6467	-.2137	-.6241	.2118	4	2	0	1	9999	.092	1	2.359	1.44	2.71	.8184	1	2	1585	1.3052	1.976	113.214	10.359	-.6182	-1.7632	2.3605	.0826	-1.0911	-.2762	1.6347	.65	28NOV13	140	140	140	4	4	4	27	142
AUS	0360000	AUS0204	1	003600	0000485	2	85	10	5	0	7	1	04	0	680	42	15	42	15	42	15	6	2	6	2	4	2	6	2	0	0	116	116	116	2	2	3	2	1	1	2	2	2	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	3	1	1	2	2	2	2	1	2	1	1	2	1	1	2	1	1	2	1	2	0	1	10	20	10	10	5	5	0	5	0	5	10	5	1	1	1	1	3	1	2	3	3	1	1	2	2	2	1	1	3	3	3	3	3	3	3	3	3	3	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	4	6	4	6	30	95	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	28	1	3	2.8406	2.1468	1.7628	2.258	5	3	1	1	.714	.141	1	1	1.44	-.19	.3196	2	3	680	-.1662	.7524	97.143	13.737	.6173	-1.7632	-.5646	1.4452	.1524	.8778	4.178	1.6614	28NOV13	50	50	50	5	5	5	30	28
AUS	0360000	AUS0102	1	003600	0000486	1	9998	9998	9998	9998	6	1	04	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	160	150	150	1	2	3	2	2	9	3	3	3	4	3	4	3	9	4	3	1	1	2	3	1	2	1	2	2	1	1	2	2	1	1	1	2	1	2	1	2	1	2	1	1	1	1	3	3	3	4	9	3	2	3	2	2	9	3	2	9	1	2	2	2	3	0	9	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	2	2	2	2	2	3	1	1	3	2	2	1	1	2	1	1	3	1	1	1	2	1	1	1	1	2	3	1	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2	1	2	2	2	2	2	1	2	2	2	1	1	2	1	1	1	1	2	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	13	33	1	9	9	9	1	2	1	9	9	2	2	1	1	1	1	1	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	4	28	1	1	9999	9999	9999	9999	2	2	0	9999	9999	9999	9999	.938	.03	-.49	-.3533	3	1	99999	-1.7057	-1.6925	9999	9999	-1.7101	.0095	1.6345	-.7371	.9189	-.8005	1	.3976	28NOV13	60	60	60	3	3	3	35	160
AUS	0360000	AUS0309	1	003600	0000487	2	20	74	0	6	8	1	03	0	1018	80	41	80	41	80	41	10	3	10	3	6	2	10	3	0	0	119	352	352	3	2	4	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	2	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	2	2	1	0	1	10	15	35	100	15	15	10	10	5	10	10	0	1	1	1	1	1	3	1	2	1	2	1	1	2	2	1	1	4	3	3	3	3	1	1	1	1	3	1	1	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	1	2	1	2	2	1	2	1	2	2	1	2	1	2	2	1	1	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	1	1	2	2	2	2	6	6	6	6	6	6	5	5	5	4	5	4	4	4	5	4	5	5	2	4	4	10	100	1	1	1	1	1	1	1	1	1	2	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	6	23	1	3	1.7359	1.5109	.1183	.4499	5	3	1	1	.609	.114	1	2.958	.03	2.71	1.6038	1	1	1018	-.1662	.4606	88.522	10.129	.6173	1.2831	.2924	1.4452	.7093	.2464	3.5834	1.4249	28NOV13	55	55	55	3	3	3	27	119
AUS	0360000	AUS0411	1	003600	0000488	1	9998	9998	9998	9998	6	1	03	759	771	93	3	93	3	93	3	9998	9999	24	9999	9999	9999	24	9999	9999	9999	323	9999	9999	9	9	9	3	3	3	3	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	4	3	3	3	3	3	3	2	2	2	2	2	2	1	2	2	2	2	2	2	9999	2	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	2	1	1	1	2	3	1	2	1	9	1	1	2	1	1	1	1	1	1	1	1	3	2	3	3	3	3	9	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	4	4	3	3	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	1	1	1	1	1	2	1	9	9	2	2	1	1	1	1	1	3	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	6	23	9999	3	.2734	.0494	9999	9999	3	1	.504	1	9999	9999	1	9999	-.81	-.56	-1.5265	3	3	1530	1.3052	1.976	9999	16.19	-1.3831	.702	-.5646	.8541	1.7565	-.2762	1.3395	.5327	28NOV13	210	210	210	3	3	3	20	330
AUS	0360000	AUS0103	1	003600	0000489	2	62	31	7	0	6	1	02	69	67	8	8	8	8	8	8	0	2	0	2	0	1	0	2	0	9998	15	45	45	1	2	2	1	1	1	1	3	2	2	2	2	2	2	2	2	2	2	1	3	1	1	1	2	2	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	9	1	1	2	2	2	2	1	2	1	2	2	3	1	2	1	2	2	2	1	0	2	10	10	65	15	60	18	1	5	5	5	30	0	2	2	1	2	2	2	2	2	2	3	2	2	1	1	1	1	2	2	2	1	4	1	1	3	2	3	1	2	1	2	1	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	2	1	2	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	3	3	2	5	2	4	5	4	5	2	4	2	5	5	4	4	3	4	4	3	3	0	0	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	3	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	7	18	1	3	.3404	-.2137	.3739	-1.0424	1	9	.493	1	.5	.083	1	3	-.43	1.18	1.6038	2	1	136	-.1662	-.3482	136	11.333	.6173	.0095	.7801	.0826	-1.0911	.0647	1	.3976	28NOV13	40	40	40	6	6	6	41	15
AUS	0360000	AUS0103	1	003600	0000490	2	53	44	0	3	6	1	03	734	777	80	45	80	45	80	45	7	0	7	0	6	0	7	0	0	0	113	300	300	3	3	5	1	1	1	2	3	2	2	2	2	3	4	2	4	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	3	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	0	2	20	40	40	70	2	30	1	50	5	10	40	0	1	1	1	1	1	3	1	1	1	2	1	1	1	2	3	1	3	3	3	3	3	1	1	3	1	3	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	1	1	1	2	1	1	6	3	4	6	4	5	5	4	5	5	5	3	4	4	3	3	3	2	4	1	2	10	40	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	5	23	1	3	.7162	.493	.1183	.4499	5	3	.514	1	.857	.068	1	2.655	-.43	2.71	1.6038	2	1	1511	-1.4636	-.5214	215.857	14.741	.0882	2.1197	.7801	1.4452	-.2817	-.2762	1	.3976	28NOV13	65	65	65	4	4	4	30	100
AUS	0360000	AUS0411	1	003600	0000491	1	9998	9998	9998	9998	99	1	04	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	3	2	3	3	4	3	3	2	3	3	9	9	9	9	9	9	2	2	2	2	1	2	1	1	2	1	1	9	9	9	9	1	1	1	2	1	1	1	9	2	1	2	9	3	3	3	3	2	3	2	9	9	9	9	9	9	9	9	9	9	9	9	9999	2	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	3	3	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	1	1	2	2	2	6	3	3	4	4	5	4	4	6	4	5	3	5	4	4	4	4	4	4	4	4	9999	9999	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	6	28	9999	1	.1329	.493	.3739	.2118	1	9	0	9999	9999	9999	9999	9999	1.44	-.7	-.8313	3	1	99999	9999	-.8237	9999	9999	-1.2688	.0095	-.1437	-.7371	2.093	9999	1.6084	.6396	28NOV13	210	210	210	3	3	3	20	300
