CNT	SUBNATIO	STRATUM	OECD	NC	SCHOOLID	SC01Q01	SC02Q01	SC02Q02	SC02Q03	SC02Q04	ausSC03N01	SC04Q01	SC05Q01	SC07Q01	SC07Q02	SC09Q11	SC09Q12	SC09Q21	SC09Q22	SC09Q31	SC09Q32	SC10Q11	SC10Q12	SC10Q61	SC10Q62	SC10Q21	SC10Q22	SC10Q41	SC10Q42	SC10Q51	SC10Q52	SC11Q01	SC11Q02	SC11Q03	SC13Q01	SC13Q02	SC13Q03	SC14Q01	SC14Q02	SC14Q03	SC14Q04	SC14Q05	SC14Q06	SC14Q07	SC14Q08	SC14Q09	SC14Q10	SC14Q11	SC14Q12	SC14Q13	SC15Q01	SC15Q02	SC15Q03	SC15Q04	SC16Q01	SC16Q02	SC16Q03	SC16Q04	SC16Q05	SC16Q06	SC16Q07	SC16Q08	SC16Q09	SC16Q10	SC16Q11	SC18Q01	SC18Q02	SC18Q03	SC18Q04	SC18Q05	SC18Q06	SC18Q07	SC18Q08	SC19Q01	SC19Q02	SC20Q01	SC21Q05	SC22Q01	SC22Q02	SC22Q03	SC22Q04	SC22Q05	SC22Q06	SC22Q07	SC22Q08	SC22Q09	SC22Q10	SC22Q11	SC22Q12	SC22Q13	SC22Q14	SC22Q15	SC22Q16	SC22Q17	SC22Q18	SC22Q19	SC23Q01	SC24Q01	SC25Q01	SC25Q02	SC25Q03	SC25Q04	SC25Q05	SC25Q06	SC25Q07	SC25Q08	SC25Q09	SC25Q10	SC25Q11	SC25Q12	SC26Q01	SC26Q02	SC26Q03	SC26Q04	SC27Q01	SC27Q02	SC28Q01	SC28Q02	SC29Q01	SC29Q02	SC30Q01	SC30Q02	SC30Q03	SC30Q04	SC31Q01	SC31Q02	SC31Q03	SC31Q04	SC31Q05	SC31Q06	SC31Q07	SC32Q01	SC32Q03	SC32Q04	SC32Q05	SC32Q06	SC32Q07	SC32Q08	SC33Q01A	SC33Q01B	SC33Q01C	SC33Q01D	SC33Q01E	SC33Q02A	SC33Q02B	SC33Q02C	SC33Q02D	SC33Q02E	SC33Q03A	SC33Q03B	SC33Q03C	SC33Q03D	SC33Q03E	SC33Q04A	SC33Q04B	SC33Q04C	SC33Q04D	SC33Q04E	SC33Q05A	SC33Q05B	SC33Q05C	SC33Q05D	SC33Q05E	SC33Q06A	SC33Q06B	SC33Q06C	SC33Q06D	SC33Q06E	SC33Q07A	SC33Q07B	SC33Q07C	SC33Q07D	SC33Q07E	SC33Q08A	SC33Q08B	SC33Q08C	SC33Q08D	SC33Q08E	SC33Q09A	SC33Q09B	SC33Q09C	SC33Q09D	SC33Q09E	SC33Q10A	SC33Q10B	SC33Q10C	SC33Q10D	SC33Q10E	SC33Q11A	SC33Q11B	SC33Q11C	SC33Q11D	SC33Q11E	SC33Q12A	SC33Q12B	SC33Q12C	SC33Q12D	SC33Q12E	SC34Q01	SC34Q02	SC34Q03	SC34Q04	SC34Q05	SC34Q06	SC34Q07	SC34Q08	SC34Q09	SC34Q10	SC34Q11	SC34Q12	SC34Q13	SC34Q14	SC34Q15	SC34Q16	SC34Q17	SC34Q18	SC34Q19	SC34Q20	SC34Q22	SC35Q01	SC35Q02	SC39Q01	SC39Q02	SC39Q03	SC39Q05	SC39Q06	SC39Q07	SC39Q08	SC39Q09	SC39Q10	SC40Q01	SC40Q02	SC40Q03	SC44Q01	SC44Q02	SC44Q03	SC44Q04	SC44Q05	SC44Q06	SC47Q01	SC45Q01	SC46Q01	SC46Q02	SC46Q03	SC46Q05	SC46Q04	SC46Q06	SC46Q09	SC52Q01	SC46Q07	SC46Q08	SC52Q02	SC51Q01	SC51Q02	ABGMATH	ASSESS	CLSIZE	COMPWEB	CREACTIV	LEADCOM	LEADINST	LEADPD	LEADTCH	MACTIV	MATHEXC	PCGIRLS	PROPCERT	PROPMA5A	PROPMATH	PROPQUAL	RATCMP15	RESPCUR	RESPRES	SCHAUTON	SCHLTYPE	SCHSEL	SCHSIZE	SCMATBUI	SCMATEDU	SMRATIO	STRATIO	STUDCLIM	TCFOCST	TCHPARTI	TCMORALE	TCSHORT	TEACCLIM	W_FSCHWT	SENWGT_SCQ	VER_SCQ	ausSC53A01	ausSC53A02	ausSC53A03	ausSC54A01	ausSC54A02	ausSC54A03	ausSC55A01	ausSC56A01
AUS	0360000	AUS0617	1	003600	0000714	1	98	2	0	0	4	1	04	241	195	21	20	21	20	21	19	5	0	5	0	4	0	5	0	0	0	60	60	60	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	2	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	1	1	1	10	2	23	21	12	32	8	1	0	12	1	1	1	0	2	2	2	1	2	2	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	3	3	2	3	3	3	3	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	1	1	2	2	1	1	1	2	2	2	1	1	2	2	1	2	2	2	2	2	1	2	2	2	1	1	2	1	1	1	1	1	1	2	6	3	6	6	4	5	3	5	4	6	6	3	3	5	3	3	2	5	3	2	4	10	100	1	1	1	1	1	2	2	1	2	2	2	2	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	7	28	1	1	1.2642	.7066	-.8842	.9477	2	2	.447	1	.8	.161	.984	1	-.43	-.36	-.0586	3	3	436	1.3052	1.976	87.2	14.065	.3493	.0095	1.2429	.0826	-1.0911	.2464	2.7648	1.0994	28NOV13	60	60	60	4	4	4	25	30
AUS	0360000	AUS0617	1	003600	0000715	1	95	5	0	0	6	1	04	644	570	70	25	70	25	70	25	9	2	9	2	0	0	0	0	0	0	177	1200	1200	2	1	2	1	1	1	1	1	1	1	1	1	1	2	3	2	1	1	1	3	1	2	1	2	2	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	1	1	3	1	25	40	20	50	0	5	0	0	0	10	10	1	2	2	2	1	3	1	1	2	3	1	1	1	2	2	3	3	3	3	3	3	3	2	1	1	2	2	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	6	3	3	6	4	6	6	6	6	5	5	5	6	4	4	3	4	4	2	2	2	2	15	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	5	28	1	2	.5331	1.1806	1.7628	.9477	4	3	.47	1	0	.121	1	6.78	1.44	-.56	-.3533	3	2	1214	-.4622	1.976	121.4	14.715	-.3977	-1.2132	-.5646	.0826	-1.0911	-.2762	1.1139	.4429	28NOV13	55	55	55	5	5	4	30	100
AUS	0360000	AUS0411	1	003600	0000716	1	100	0	0	0	6	1	03	595	568	9998	7	9998	0	9998	0	14	0	14	0	14	0	14	0	0	0	228	1145	1145	2	3	4	3	3	3	2	2	1	1	9	9	9	9	9	9	1	2	2	2	1	1	1	1	1	1	2	9	9	9	9	1	1	1	1	1	1	1	9	1	1	1	3	2	2	2	2	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	1	1	30	35	35	30	0	5	0	9999	9999	9999	9999	9999	2	2	1	1	2	2	1	1	1	9	1	1	1	2	1	1	1	2	2	2	2	2	1	2	2	3	3	3	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	20	30	1	1	1	1	1	1	1	9	9	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	7	23	1	2	2.2704	1.6132	9999	9999	4	3	.488	9999	1	9999	9999	5.022	-.81	-.56	-1.5265	3	2	1163	9999	.6257	83.071	9999	.4711	1.2831	-1.8472	.4686	1.4526	9999	1.9578	.7785	28NOV13	70	70	70	3	3	3	20	228
AUS	0360000	AUS0617	1	003600	0000717	1	90	10	0	0	4	1	02	239	204	35	2	35	2	35	2	6	0	6	0	1	0	5	0	0	0	62	62	62	2	3	3	4	4	4	4	3	3	3	2	2	3	4	4	3	3	1	1	3	2	2	1	1	2	1	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	9	2	2	1	1	3	4	2	3	2	2	2	2	2	3	3	2	2	2	2	9999	3	15	20	40	70	0	0	5	5	5	5	0	10	1	1	1	1	2	3	1	3	3	2	1	1	1	2	1	1	1	2	2	2	2	1	1	1	1	3	3	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	1	1	2	2	1	1	1	2	2	1	1	1	1	2	1	1	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	1	2	1	2	5	5	5	5	3	4	3	1	4	4	4	5	2	2	2	3	4	2	2	2	2	20	12	2	1	1	2	2	2	1	1	1	1	2	1	1	1	1	3	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	18	1	1	.7162	-.8328	-1.1508	.4499	1	9	.46	1	.167	.167	1	1	-.62	-.02	-.0586	3	1	443	-1.9349	-.87	73.833	12.306	-.6182	-1.2132	1.2429	1.4452	3.5961	-.7478	5.8218	2.315	28NOV13	64	64	64	4	4	4	25	53
AUS	0360000	AUS0205	1	003600	0000718	1	70	20	10	0	2	2	04	430	409	63	4	63	4	63	4	6	0	6	0	6	0	6	0	0	0	147	190	190	3	4	4	2	2	1	3	3	3	2	2	2	2	3	3	1	1	2	2	3	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	2	2	15	2	10	40	10	40	2	8	2	2	4	5	5	5	2	2	2	2	3	1	3	3	3	2	1	1	1	2	1	1	3	2	3	2	2	3	3	2	2	1	3	3	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	6	5	4	4	5	4	4	3	4	3	3	3	2	3	4	3	4	4	3	2	3	20	15	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	28	1	3	.5331	.2753	-.8842	-.6535	4	3	.487	1	1	.092	1	1.293	-.25	-.56	-.6029	3	3	839	-.4622	-.5214	139.833	12.908	-1.7144	-1.7632	-.5646	-.7371	.7093	-1.4467	2.9039	1.1547	28NOV13	55	55	55	4	4	4	30	147
AUS	0360000	AUS0514	1	003600	0000719	1	90	10	0	0	6	1	04	602	602	81	17	81	17	81	17	10	1	10	1	4	0	10	1	0	0	131	131	131	3	5	3	2	3	3	2	1	2	1	2	2	2	1	1	1	2	2	2	2	1	2	2	2	2	1	2	2	2	1	1	1	2	1	2	2	2	2	2	2	1	1	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	2	3	9	2	20	50	5	40	0	0	1	0	0	1	0	0	3	2	3	2	2	2	2	2	3	2	1	1	2	2	2	1	2	1	1	1	2	1	2	1	2	1	2	2	1	2	2	1	2	1	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	1	2	2	1	2	1	1	2	2	2	2	1	2	1	1	1	1	2	1	1	6	2	6	6	4	5	5	5	6	5	6	4	5	4	4	3	4	4	4	4	2	15	80	1	2	1	1	1	2	1	2	1	2	2	1	1	2	2	1	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	2	28	1	1	.8948	.7066	.6627	.9477	3	3	.5	1	.381	.117	1	1	-.67	-.51	.3196	3	2	1204	1.3052	.224	114.667	13.453	-1.5516	-.6748	1.6345	-1.8308	1.1868	-1.7041	1	.3976	28NOV13	105	105	105	2	2	2	12	25
AUS	0360000	AUS0206	1	003600	0000720	2	19	75	1	5	7	1	03	2005	0	198	65	30	2	184	22	17	0	17	0	13	0	17	0	0	0	202	608	608	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	2	9	2	2	2	2	1	2	1	2	1	2	2	2	2	3	2	2	1	2	2	1	1	5	10	50	10	1	1	1	1	1	1	3	3	1	1	1	1	2	2	1	3	3	1	1	1	1	2	3	1	3	3	3	2	2	3	2	3	3	3	1	2	1	2	1	1	2	1	2	1	2	2	1	2	1	2	2	1	2	1	2	2	1	2	1	2	2	1	2	1	2	2	1	1	2	1	2	1	1	2	1	1	1	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	1	1	2	6	3	4	6	5	6	6	6	4	3	6	4	4	4	5	3	3	2	4	3	4	14	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	4	23	1	3	.7162	1.5109	.1183	.4499	3	9	0	.134	.765	.074	.846	3.01	-.67	.92	1.6038	1	3	2005	1.3052	1.976	117.941	8.698	.3493	-1.2132	.7801	1.4452	-1.0911	-.2762	2.256	.8971	28NOV13	55	55	55	4	4	4	22	22
AUS	0360000	AUS0514	1	003600	0000721	1	93	5	2	0	4	2	04	486	496	66	7	66	7	66	7	7	2	7	2	7	2	7	2	0	0	196	754	754	3	2	3	2	1	1	2	3	3	3	1	1	1	1	1	2	1	3	2	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	3	4	4	4	3	3	3	1	3	2	2	2	2	3	3	3	3	2	3	3	21	3	35	40	30	35	5	5	5	0	10	65	50	0	2	2	2	2	2	2	2	3	2	2	1	1	1	2	1	1	3	3	3	3	3	3	3	1	3	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	1	2	2	2	6	2	2	3	2	3	5	5	5	3	3	3	3	2	2	3	3	2	3	2	3	15	100	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	2	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	7	28	1	2	-1.3694	-.2137	-.1263	-.6535	4	3	.505	1	1	.115	1	3.847	1.44	-.36	-.0586	3	3	982	.5582	-.1702	122.75	14.129	-1.8747	-.6748	.7801	-.7371	.1524	-1.3144	1.0228	.4067	28NOV13	90	90	90	3	3	3	21	27
AUS	0360000	AUS0205	1	003600	0000722	1	9998	9998	9998	9998	6	1	04	594	514	81	13	81	13	81	13	10	1	10	1	10	1	10	1	0	0	212	600	600	2	4	5	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	2	1	2	2	1	3	2	2	2	2	2	2	1	2	1	2	1	4	2	3	2	4	2	3	3	13	1	20	80	10	10	0	0	0	0	0	0	5	0	2	2	1	1	4	1	1	3	4	1	1	1	1	2	1	1	3	3	1	1	2	2	2	1	3	3	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	1	2	2	2	6	2	5	5	5	6	5	5	5	5	5	5	5	5	5	3	4	4	4	2	4	50	100	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	6	28	1	1	.7162	1.1806	.3739	.9477	3	3	.464	1	1	.12	1	2.83	-.25	-.36	-.3533	3	2	1108	1.3052	.7524	105.524	12.663	.0882	-2.9262	.2924	.4686	-1.0911	-1.1788	2.2691	.9023	28NOV13	52	52	52	5	5	5	30	212
AUS	0360000	AUS0206	1	003600	0000723	2	9998	9998	9998	9998	4	1	03	0	312	9999	9999	9999	9999	9999	9999	3	0	3	0	3	0	0	0	0	0	27	27	27	9	9	9	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	2	2	1	2	1	1	2	2	1	2	1	1	2	2	2	2	2	2	2	1	2	9	2	2	2	3	2	2	1	1	1	3	2	1	1	1	1	2	2	2	1	0	1	70	80	50	80	65	65	25	30	10	60	80	0	2	2	2	2	2	3	1	2	2	1	1	1	2	2	1	1	3	1	2	2	3	2	2	2	2	1	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	1	1	2	2	2	1	2	2	2	2	6	4	5	5	4	6	5	6	5	5	6	4	5	4	4	3	3	4	2	2	2	12	25	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	2	23	1	1	.8948	1.1806	.3739	.9477	1	9	1	9999	1	9999	9999	1	1.44	.15	-.0586	9	2	312	1.3052	1.976	104	9999	.0882	.0095	.2924	-.7371	-1.0911	.4389	15.9324	6.3355	28NOV13	45	45	45	5	5	5	35	27
AUS	0360000	AUS0101	1	003600	0000724	2	62	33	0	5	6	2	04	0	1178	68	13	68	13	68	13	11	2	11	2	11	2	11	2	0	0	208	208	208	3	3	3	1	1	1	1	1	1	1	9	9	9	9	9	9	1	1	1	1	1	1	2	2	2	1	1	9	9	9	9	1	1	1	1	1	1	1	9	1	1	2	9	1	1	2	2	2	2	1	9	9	9	9	9	9	9	9	9	9	9	9	0	1	10	20	10	10	0	2	0	9999	9999	9999	9999	9999	2	2	1	1	2	3	1	2	2	9	1	1	2	2	1	3	3	3	1	2	3	1	1	3	2	3	3	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	4	6	6	6	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	5	1	1	1	1	1	1	1	9	9	1	1	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	7	28	1	2	1.3852	1.6132	9999	9999	1	9	1	1	1	.161	1	1	-.81	-.02	-1.0532	2	1	1178	9999	1.4516	98.167	15.812	.7819	.0095	-1.8472	.4686	-1.0911	9999	1	.3976	28NOV13	50	50	50	6	6	6	30	208
AUS	0360000	AUS0513	1	003600	0000725	2	39	50	0	11	6	1	03	528	499	62	9998	62	9998	59	16	9998	9998	13	4	9999	9999	13	4	9999	9999	348	348	348	2	4	4	1	1	1	3	2	2	1	9	9	9	9	9	9	9	1	9	9	1	1	1	1	1	1	1	9	9	9	9	1	1	1	2	1	2	1	9	1	1	1	3	2	1	1	2	1	1	2	9	9	9	9	9	9	9	9	9	9	9	9	2	1	10	10	40	90	0	20	2	9999	9999	9999	9999	9999	1	1	1	1	2	1	1	2	2	9	1	1	1	2	1	1	3	2	3	1	3	3	3	3	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	3	3	3	3	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	50	10	1	1	1	1	2	1	1	9	9	2	2	1	1	1	3	1	2	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	5	23	1	2	-.2846	.0494	9999	9999	4	3	.486	1	9999	9998	9998	1	-.81	-.02	-1.0532	1	3	1027	9999	.1824	9998	16.565	1.1046	.0095	-1.8472	1.4452	.1524	9999	1	.3976	28NOV13	80	80	80	3	3	3	20	25
AUS	0360000	AUS0206	1	003600	0000726	2	23	72	4	1	7	1	03	461	473	167	28	167	28	167	28	12	1	3	0	9998	9998	1	0	0	0	143	143	143	3	3	4	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	0	1	90	90	60	50	10	10	0	5	5	60	70	0	2	2	2	1	2	2	1	2	2	2	1	1	1	2	1	1	4	2	1	2	3	1	2	3	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	4	5	4	6	5	5	6	6	4	6	4	6	5	6	5	5	5	1	1	2	5	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	5	23	1	2	.8948	1.5109	1.0394	.6907	4	2	.506	1	9998	.069	1	1	-.81	2.71	-.6029	1	2	934	-.763	-.1702	74.72	5.16	.3493	.0095	-1.8472	.0826	.7093	-.5953	3.4326	1.365	28NOV13	50	50	50	10	10	10	35	143
AUS	0360000	AUS0617	1	003600	0000727	1	68	25	0	7	5	1	04	401	338	44	5	44	5	44	5	7	0	7	0	7	0	7	0	0	0	117	72	72	2	1	2	2	2	2	3	1	1	4	1	3	2	4	1	4	1	2	2	3	1	1	1	2	2	1	1	2	1	1	1	1	2	1	2	1	1	1	2	2	1	1	3	3	3	3	2	2	2	1	2	2	2	1	2	1	3	1	2	2	1	2	0	2	5	15	10	30	0	0	0	0	0	1	1	0	1	2	2	1	1	3	1	2	2	3	1	1	1	2	1	1	1	1	1	3	3	1	1	1	2	1	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	1	2	2	1	2	1	2	2	1	1	2	2	2	1	1	2	1	2	1	2	2	1	2	1	1	2	2	2	1	1	2	1	2	1	1	2	1	2	5	2	3	2	3	5	3	2	4	5	5	5	6	3	2	4	3	4	1	1	2	12	100	1	1	1	1	1	2	1	2	1	2	2	1	1	2	1	1	2	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	5	28	1	3	-.9829	-.2137	-.1263	.9477	3	3	.457	1	1	.151	1	.615	-.67	-.36	-.0586	3	1	739	-1.0894	-.1702	105.571	15.892	-.6182	.702	.7801	.4686	.9454	.0647	2.1428	.8521	28NOV13	65	65	65	4	4	4	24	117
AUS	0360000	AUS0206	1	003600	0000728	2	64	32	0	4	6	1	03	290	282	34	13	34	13	34	13	2	4	2	4	1	3	2	4	0	0	40	40	9998	4	4	5	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	2	2	1	1	2	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	9	2	2	3	2	2	2	1	2	1	1	2	1	2	2	2	2	1	1	1	0	2	40	40	40	40	20	50	10	40	10	30	30	20	2	2	2	2	2	4	1	3	2	1	2	1	1	2	1	1	4	3	2	2	3	3	2	3	3	3	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	1	2	1	2	2	1	1	2	2	2	1	1	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	1	2	2	2	6	3	3	2	5	4	4	4	3	5	5	2	3	4	4	2	3	4	3	3	2	17	40	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	5	23	9999	3	-.3532	.493	-.8842	.2118	2	9	.493	1	.625	.099	1	1	1.44	2.71	1.6038	2	3	572	.5582	.4606	143	14.123	-.1621	-.6748	1.6345	-.7371	-1.0911	.6468	9.0588	3.6022	28NOV13	40	40	40	6	6	6	40	41
AUS	0360000	AUS0204	1	003600	0000729	2	79	17	4	0	6	1	03	359	425	65	14	65	14	65	14	13	1	13	1	5	0	13	1	0	0	128	128	128	3	3	4	3	4	3	3	2	2	2	2	2	2	3	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	2	1	1	3	2	2	2	2	2	2	1	2	2	2	2	2	2	2	3	2	2	2	2	0	2	20	25	20	25	5	5	0	5	5	5	5	5	2	2	1	2	2	3	2	2	2	3	1	1	2	2	1	1	4	2	2	2	3	1	2	3	2	3	1	1	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	2	1	2	2	1	1	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	1	1	2	2	2	1	1	2	2	2	6	4	6	5	6	5	5	5	5	5	5	4	5	4	4	4	4	3	4	4	4	10	35	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	3	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	2	4	23	1	3	1.0746	1.1806	.3739	.6907	5	3	.542	1	.37	.188	1	1	1.44	.67	.8184	2	2	784	-.1662	-.1702	58.074	10.889	.0882	.0095	.7801	.0826	2.093	-.5953	3.3311	1.3246	28NOV13	60	60	60	15	15	15	25	128
AUS	0360000	AUS0204	1	003600	0000730	2	43	53	2	2	7	1	04	1150	0	94	8	94	8	94	8	11	4	11	4	3	0	9	4	0	0	150	150	150	4	4	5	3	1	1	2	4	1	1	2	2	1	3	2	2	2	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	2	2	1	2	1	2	1	1	1	1	1	2	1	2	2	2	2	0	2	5	5	20	30	10	10	0	0	0	1	10	10	2	1	1	1	2	2	1	2	2	1	1	1	2	2	1	1	2	2	2	2	2	2	2	3	2	3	2	1	1	2	2	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	1	2	2	2	2	6	4	5	5	6	6	3	4	4	4	5	3	4	6	5	6	3	4	5	3	2	100	100	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9999	9999	3	7	28	1	3	1.2642	1.1806	-.6241	.2118	3	3	0	1	.231	.133	1	1	1.44	.15	.8184	1	2	1150	-.4622	.018	88.462	11.735	.8936	.0095	-.1437	.8541	.4567	.6468	3.2435	1.2898	28NOV13	60	60	60	4	4	3	30	150
